"";"ProjectId";"Date";"ModuleLevel";"Correlation"
"1";1;"2013-01-08";2;0,334090563136824
"2";1;"2013-05-22";2;0,524345502638692
"3";1;"2013-05-23";2;0,524345502638692
"4";1;"2013-05-24";2;0,524345502638692
"5";1;"2013-05-25";2;0,524345502638692
"6";1;"2013-05-26";2;0,524345502638692
"7";1;"2013-05-29";2;0,524345502638692
"8";1;"2013-05-30";2;0,524345502638692
"9";1;"2013-05-31";2;0,524345502638692
"10";1;"2013-06-02";2;0,524345502638692
"11";1;"2013-06-03";2;0,524345502638692
"12";1;"2013-06-05";2;0,524345502638692
"13";1;"2013-06-19";2;0,524345502638692
"14";1;"2013-06-21";2;0,524345502638692
"15";1;"2013-06-27";2;0,524345502638692
"16";1;"2013-06-28";2;0,524345502638692
"17";1;"2013-07-01";2;0,524345502638692
"18";1;"2013-07-02";2;0,524345502638692
"19";1;"2013-07-03";2;0,524345502638692
"20";1;"2013-07-04";2;0,524345502638692
"21";1;"2013-07-08";2;0,524345502638692
"22";1;"2013-07-10";2;0,524345502638692
"23";1;"2013-07-11";2;0,524345502638692
"24";1;"2013-07-19";2;0,524345502638692
"25";1;"2013-07-22";2;0,524345502638692
"26";1;"2013-07-24";2;0,524345502638692
"27";1;"2013-07-25";2;0,524345502638692
"28";1;"2013-08-02";2;0,524345502638692
"29";1;"2013-08-04";2;0,524345502638692
"30";1;"2013-08-07";2;0,524345502638692
"31";1;"2013-08-08";2;0,524345502638692
"32";1;"2013-08-10";2;0,524345502638692
"33";1;"2013-08-12";2;0,524345502638692
"34";1;"2013-08-15";2;0,479245558277982
"35";1;"2013-08-16";2;0,476604322150336
"36";1;"2013-08-19";2;0,476604322150336
"37";1;"2013-08-20";2;0,476604322150336
"38";1;"2013-08-21";2;0,473732075150632
"39";1;"2013-08-24";2;0,473732075150632
"40";1;"2013-08-26";2;0,473732075150632
"41";1;"2013-08-27";2;0,473732075150632
"42";1;"2013-08-28";2;0,473732075150632
"43";1;"2013-08-29";2;0,473732075150632
"44";1;"2013-08-30";2;0,473732075150632
"45";1;"2013-09-03";2;0,473732075150632
"46";1;"2013-09-05";2;0,473732075150632
"47";1;"2013-09-06";2;0,473732075150632
"48";1;"2013-01-08";3;0,0385354201781833
"49";1;"2013-05-22";3;0,418320047630469
"50";1;"2013-05-23";3;0,418320047630469
"51";1;"2013-05-24";3;0,418320047630469
"52";1;"2013-05-25";3;0,418320047630469
"53";1;"2013-05-26";3;0,418320047630469
"54";1;"2013-05-29";3;0,418320047630469
"55";1;"2013-05-30";3;0,418320047630469
"56";1;"2013-05-31";3;0,418320047630469
"57";1;"2013-06-02";3;0,418320047630469
"58";1;"2013-06-03";3;0,418320047630469
"59";1;"2013-06-05";3;0,418320047630469
"60";1;"2013-06-19";3;0,418320047630469
"61";1;"2013-06-21";3;0,418320047630469
"62";1;"2013-06-27";3;0,418320047630469
"63";1;"2013-06-28";3;0,418320047630469
"64";1;"2013-07-01";3;0,418320047630469
"65";1;"2013-07-02";3;0,418320047630469
"66";1;"2013-07-03";3;0,418320047630469
"67";1;"2013-07-04";3;0,418320047630469
"68";1;"2013-07-08";3;0,418320047630469
"69";1;"2013-07-10";3;0,418320047630469
"70";1;"2013-07-11";3;0,418320047630469
"71";1;"2013-07-19";3;0,418320047630469
"72";1;"2013-07-22";3;0,418320047630469
"73";1;"2013-07-24";3;0,418320047630469
"74";1;"2013-07-25";3;0,418320047630469
"75";1;"2013-08-02";3;0,418320047630469
"76";1;"2013-08-04";3;0,418320047630469
"77";1;"2013-08-07";3;0,418320047630469
"78";1;"2013-08-08";3;0,418320047630469
"79";1;"2013-08-10";3;0,418320047630469
"80";1;"2013-08-12";3;0,418320047630469
"81";1;"2013-08-15";3;0,247699741965704
"82";1;"2013-08-16";3;0,242603686817671
"83";1;"2013-08-19";3;0,242603686817671
"84";1;"2013-08-20";3;0,242603686817671
"85";1;"2013-08-21";3;0,240900829869865
"86";1;"2013-08-24";3;0,240900829869865
"87";1;"2013-08-26";3;0,240900829869865
"88";1;"2013-08-27";3;0,240900829869865
"89";1;"2013-08-28";3;0,240900829869865
"90";1;"2013-08-29";3;0,240900829869865
"91";1;"2013-08-30";3;0,240900829869865
"92";1;"2013-09-03";3;0,240900829869865
"93";1;"2013-09-05";3;0,240900829869865
"94";1;"2013-09-06";3;0,241948898018304
"95";1;"2013-01-08";4;0,0178783305483579
"96";1;"2013-05-22";4;0,0525544096047786
"97";1;"2013-05-23";4;0,0525544096047786
"98";1;"2013-05-24";4;0,0525544096047786
"99";1;"2013-05-25";4;0,0525544096047786
"100";1;"2013-05-26";4;0,0525544096047786
"101";1;"2013-05-29";4;0,0525544096047786
"102";1;"2013-05-30";4;0,0525544096047786
"103";1;"2013-05-31";4;0,0525544096047786
"104";1;"2013-06-02";4;0,0525544096047786
"105";1;"2013-06-03";4;0,0525544096047786
"106";1;"2013-06-05";4;0,0525544096047786
"107";1;"2013-06-19";4;0,0525544096047786
"108";1;"2013-06-21";4;0,0525544096047786
"109";1;"2013-06-27";4;0,0525544096047786
"110";1;"2013-06-28";4;0,0525544096047786
"111";1;"2013-07-01";4;0,0525544096047786
"112";1;"2013-07-02";4;0,0525544096047786
"113";1;"2013-07-03";4;0,0525544096047786
"114";1;"2013-07-04";4;0,0525544096047786
"115";1;"2013-07-08";4;0,0525544096047786
"116";1;"2013-07-10";4;0,0525544096047786
"117";1;"2013-07-11";4;0,0525544096047786
"118";1;"2013-07-19";4;0,0525544096047786
"119";1;"2013-07-22";4;0,0525544096047786
"120";1;"2013-07-24";4;0,0525544096047786
"121";1;"2013-07-25";4;0,0525544096047786
"122";1;"2013-08-02";4;0,0525544096047786
"123";1;"2013-08-04";4;0,0525544096047786
"124";1;"2013-08-07";4;0,0525544096047786
"125";1;"2013-08-08";4;0,0525544096047786
"126";1;"2013-08-10";4;0,0525544096047786
"127";1;"2013-08-12";4;0,0525544096047786
"128";1;"2013-08-15";4;0,0452283078340694
"129";1;"2013-08-16";4;0,0448843613380233
"130";1;"2013-08-19";4;0,0448843613380233
"131";1;"2013-08-20";4;0,0448843613380233
"132";1;"2013-08-21";4;0,0354874348528923
"133";1;"2013-08-24";4;0,0354874348528923
"134";1;"2013-08-26";4;0,0354874348528923
"135";1;"2013-08-27";4;0,0354874348528923
"136";1;"2013-08-28";4;0,0354874348528923
"137";1;"2013-08-29";4;0,0354874348528923
"138";1;"2013-08-30";4;0,0354874348528923
"139";1;"2013-09-03";4;0,0354874348528923
"140";1;"2013-09-05";4;0,04700755662533
"141";1;"2013-09-06";4;0,0415574051325381
"142";4;"2013-10-16";2;0,430772504692231
"143";4;"2013-10-18";2;0,430772504692231
"144";4;"2013-10-19";2;0,430772504692231
"145";4;"2013-10-20";2;0,430772504692231
"146";4;"2013-10-21";2;0,430772504692231
"147";4;"2013-10-22";2;0,430772504692231
"148";4;"2013-10-23";2;0,430772504692231
"149";4;"2013-10-24";2;0,430772504692231
"150";4;"2013-10-25";2;0,430772504692231
"151";4;"2013-10-26";2;0,430772504692231
"152";4;"2013-10-27";2;0,430772504692231
"153";4;"2013-11-04";2;0,430772504692231
"154";4;"2013-11-05";2;0,430772504692231
"155";4;"2013-11-17";2;0,430772504692231
"156";4;"2013-11-18";2;0,430772504692231
"157";4;"2013-11-19";2;0,430772504692231
"158";4;"2013-11-27";2;0,430772504692231
"159";4;"2013-11-28";2;0,430772504692231
"160";4;"2013-12-02";2;0,430772504692231
"161";4;"2013-12-03";2;0,430772504692231
"162";4;"2013-12-05";2;0,430772504692231
"163";4;"2014-01-08";2;0,430772504692231
"164";4;"2014-01-09";2;0,430772504692231
"165";4;"2014-01-18";2;0,430772504692231
"166";4;"2014-01-22";2;0,430772504692231
"167";4;"2014-01-29";2;0,430772504692231
"168";4;"2014-01-30";2;0,430772504692231
"169";4;"2014-02-03";2;0,430772504692231
"170";4;"2014-03-25";2;0,430772504692231
"171";4;"2014-03-26";2;0,430772504692231
"172";4;"2014-04-10";2;0,430772504692231
"173";4;"2014-04-15";2;0,430772504692231
"174";4;"2014-04-18";2;0,430772504692231
"175";4;"2014-04-26";2;0,430772504692231
"176";4;"2014-04-27";2;0,430772504692231
"177";4;"2014-05-09";2;0,430772504692231
"178";4;"2014-05-13";2;0,430772504692231
"179";4;"2014-05-14";2;0,423996702030268
"180";4;"2015-07-28";2;0,422675878853155
"181";4;"2015-07-29";2;0,422675878853155
"182";4;"2015-07-30";2;0,422675878853155
"183";4;"2015-07-31";2;0,422675878853155
"184";4;"2015-08-01";2;0,422675878853155
"185";4;"2015-08-02";2;0,422675878853155
"186";4;"2015-08-17";2;0,422675878853155
"187";4;"2015-08-19";2;0,422675878853155
"188";4;"2015-08-31";2;0,422675878853155
"189";4;"2015-09-01";2;0,422675878853155
"190";4;"2015-09-10";2;0,422675878853155
"191";4;"2015-09-11";2;0,422675878853155
"192";4;"2015-09-13";2;0,422675878853155
"193";4;"2015-09-14";2;0,422675878853155
"194";4;"2015-10-07";2;0,422675878853155
"195";4;"2015-10-08";2;0,422675878853155
"196";4;"2015-10-25";2;0,399614135840831
"197";4;"2015-11-02";2;0,399614135840831
"198";4;"2015-11-04";2;0,399614135840831
"199";4;"2015-11-05";2;0,399614135840831
"200";4;"2015-11-19";2;0,399614135840831
"201";4;"2015-11-20";2;0,399614135840831
"202";4;"2015-11-21";2;0,399614135840831
"203";4;"2015-11-23";2;0,399614135840831
"204";4;"2015-11-24";2;0,399614135840831
"205";4;"2015-11-27";2;0,399614135840831
"206";4;"2015-11-30";2;0,399614135840831
"207";4;"2015-12-11";2;0,399614135840831
"208";4;"2015-12-14";2;0,399614135840831
"209";4;"2015-12-15";2;0,399614135840831
"210";4;"2015-12-16";2;0,399614135840831
"211";4;"2016-01-06";2;0,399614135840831
"212";4;"2016-01-07";2;0,399614135840831
"213";4;"2016-01-08";2;0,399614135840831
"214";4;"2016-01-11";2;0,399614135840831
"215";4;"2016-01-18";2;0,399614135840831
"216";4;"2016-01-27";2;0,399614135840831
"217";4;"2016-02-08";2;0,399614135840831
"218";4;"2016-02-14";2;0,399614135840831
"219";4;"2016-02-15";2;0,399614135840831
"220";4;"2016-02-22";2;0,399614135840831
"221";4;"2016-02-24";2;0,399614135840831
"222";4;"2016-03-03";2;0,399614135840831
"223";4;"2016-03-10";2;0,399614135840831
"224";4;"2016-03-17";2;0,399614135840831
"225";4;"2016-03-23";2;0,399614135840831
"226";4;"2016-03-28";2;0,399614135840831
"227";4;"2016-04-01";2;0,397609029144881
"228";4;"2016-04-05";2;0,397609029144881
"229";4;"2016-04-06";2;0,397609029144881
"230";4;"2016-04-07";2;0,397609029144881
"231";4;"2016-04-08";2;0,395425916443755
"232";4;"2016-04-11";2;0,395425916443755
"233";4;"2016-04-12";2;0,395425916443755
"234";4;"2013-10-16";3;0,0462639239825875
"235";4;"2013-10-18";3;0,0462639239825875
"236";4;"2013-10-19";3;0,0462639239825875
"237";4;"2013-10-20";3;0,0462639239825875
"238";4;"2013-10-21";3;0,0462639239825875
"239";4;"2013-10-22";3;0,0462639239825875
"240";4;"2013-10-23";3;0,0462639239825875
"241";4;"2013-10-24";3;0,0462639239825875
"242";4;"2013-10-25";3;0,0462639239825875
"243";4;"2013-10-26";3;0,0462639239825875
"244";4;"2013-10-27";3;0,0462639239825875
"245";4;"2013-11-04";3;0,0462639239825875
"246";4;"2013-11-05";3;0,0462639239825875
"247";4;"2013-11-17";3;0,0462639239825875
"248";4;"2013-11-18";3;0,0462639239825875
"249";4;"2013-11-19";3;0,0462639239825875
"250";4;"2013-11-27";3;0,0462639239825875
"251";4;"2013-11-28";3;0,0462639239825875
"252";4;"2013-12-02";3;0,0462639239825875
"253";4;"2013-12-03";3;0,0462639239825875
"254";4;"2013-12-05";3;0,0462639239825875
"255";4;"2014-01-08";3;0,0462639239825875
"256";4;"2014-01-09";3;0,0462639239825875
"257";4;"2014-01-18";3;0,0462639239825875
"258";4;"2014-01-22";3;0,0462639239825875
"259";4;"2014-01-29";3;0,0462639239825875
"260";4;"2014-01-30";3;0,0462639239825875
"261";4;"2014-02-03";3;0,0462639239825875
"262";4;"2014-03-25";3;0,0462639239825875
"263";4;"2014-03-26";3;0,0462639239825875
"264";4;"2014-04-10";3;0,0462639239825875
"265";4;"2014-04-15";3;0,0462639239825875
"266";4;"2014-04-18";3;0,0462639239825875
"267";4;"2014-04-26";3;0,0462639239825875
"268";4;"2014-04-27";3;0,0462639239825875
"269";4;"2014-05-09";3;0,0462639239825875
"270";4;"2014-05-13";3;0,0462639239825875
"271";4;"2014-05-14";3;0,0452009796965118
"272";4;"2015-07-28";3;0,0475128117053154
"273";4;"2015-07-29";3;0,0475128117053154
"274";4;"2015-07-30";3;0,0475128117053154
"275";4;"2015-07-31";3;0,0475128117053154
"276";4;"2015-08-01";3;0,0475128117053154
"277";4;"2015-08-02";3;0,0475128117053154
