"";"ProjectId";"Date";"ModuleLevel";"Correlation"
"1";1;"2013-01-08";2;0,359621937566582
"2";1;"2013-05-22";2;0,537773455771024
"3";1;"2013-05-23";2;0,537773455771024
"4";1;"2013-05-24";2;0,537773455771024
"5";1;"2013-05-25";2;0,537773455771024
"6";1;"2013-05-26";2;0,537773455771024
"7";1;"2013-05-29";2;0,537773455771024
"8";1;"2013-05-30";2;0,537773455771024
"9";1;"2013-05-31";2;0,537773455771024
"10";1;"2013-06-02";2;0,537773455771024
"11";1;"2013-06-03";2;0,537773455771024
"12";1;"2013-06-05";2;0,537773455771024
"13";1;"2013-06-19";2;0,537773455771024
"14";1;"2013-06-21";2;0,537773455771024
"15";1;"2013-06-27";2;0,537773455771024
"16";1;"2013-06-28";2;0,537773455771024
"17";1;"2013-07-01";2;0,537773455771024
"18";1;"2013-07-02";2;0,537773455771024
"19";1;"2013-07-03";2;0,537773455771024
"20";1;"2013-07-04";2;0,537773455771024
"21";1;"2013-07-08";2;0,537773455771024
"22";1;"2013-07-10";2;0,537773455771024
"23";1;"2013-07-11";2;0,537773455771024
"24";1;"2013-07-19";2;0,537773455771024
"25";1;"2013-07-22";2;0,537773455771024
"26";1;"2013-07-24";2;0,537773455771024
"27";1;"2013-07-25";2;0,537773455771024
"28";1;"2013-08-02";2;0,537773455771024
"29";1;"2013-08-04";2;0,537773455771024
"30";1;"2013-08-07";2;0,537773455771024
"31";1;"2013-08-08";2;0,537773455771024
"32";1;"2013-08-10";2;0,537773455771024
"33";1;"2013-08-12";2;0,537773455771024
"34";1;"2013-08-15";2;0,47161909261626
"35";1;"2013-08-16";2;0,466335136323729
"36";1;"2013-08-19";2;0,466335136323729
"37";1;"2013-08-20";2;0,466335136323729
"38";1;"2013-08-21";2;0,464411231026761
"39";1;"2013-08-24";2;0,464411231026761
"40";1;"2013-08-26";2;0,464411231026761
"41";1;"2013-08-27";2;0,464411231026761
"42";1;"2013-08-28";2;0,464411231026761
"43";1;"2013-08-29";2;0,464411231026761
"44";1;"2013-08-30";2;0,464411231026761
"45";1;"2013-09-03";2;0,464411231026761
"46";1;"2013-09-05";2;0,461269214771771
"47";1;"2013-09-06";2;0,461269214771771
"48";1;"2013-01-08";3;0,173594444202516
"49";1;"2013-05-22";3;0,454162529668151
"50";1;"2013-05-23";3;0,454162529668151
"51";1;"2013-05-24";3;0,454162529668151
"52";1;"2013-05-25";3;0,454162529668151
"53";1;"2013-05-26";3;0,454162529668151
"54";1;"2013-05-29";3;0,454162529668151
"55";1;"2013-05-30";3;0,454162529668151
"56";1;"2013-05-31";3;0,454162529668151
"57";1;"2013-06-02";3;0,454162529668151
"58";1;"2013-06-03";3;0,454162529668151
"59";1;"2013-06-05";3;0,454162529668151
"60";1;"2013-06-19";3;0,454162529668151
"61";1;"2013-06-21";3;0,454162529668151
"62";1;"2013-06-27";3;0,454162529668151
"63";1;"2013-06-28";3;0,454162529668151
"64";1;"2013-07-01";3;0,454162529668151
"65";1;"2013-07-02";3;0,454162529668151
"66";1;"2013-07-03";3;0,454162529668151
"67";1;"2013-07-04";3;0,454162529668151
"68";1;"2013-07-08";3;0,454162529668151
"69";1;"2013-07-10";3;0,454162529668151
"70";1;"2013-07-11";3;0,454162529668151
"71";1;"2013-07-19";3;0,454162529668151
"72";1;"2013-07-22";3;0,454162529668151
"73";1;"2013-07-24";3;0,454162529668151
"74";1;"2013-07-25";3;0,454162529668151
"75";1;"2013-08-02";3;0,454162529668151
"76";1;"2013-08-04";3;0,454162529668151
"77";1;"2013-08-07";3;0,454162529668151
"78";1;"2013-08-08";3;0,454162529668151
"79";1;"2013-08-10";3;0,454162529668151
"80";1;"2013-08-12";3;0,454162529668151
"81";1;"2013-08-15";3;0,269001248357858
"82";1;"2013-08-16";3;0,260133796018688
"83";1;"2013-08-19";3;0,260133796018688
"84";1;"2013-08-20";3;0,260133796018688
"85";1;"2013-08-21";3;0,25917526195444
"86";1;"2013-08-24";3;0,25917526195444
"87";1;"2013-08-26";3;0,25917526195444
"88";1;"2013-08-27";3;0,25917526195444
"89";1;"2013-08-28";3;0,25917526195444
"90";1;"2013-08-29";3;0,25917526195444
"91";1;"2013-08-30";3;0,25917526195444
"92";1;"2013-09-03";3;0,25917526195444
"93";1;"2013-09-05";3;0,257227765954719
"94";1;"2013-09-06";3;0,257175885337975
"95";1;"2013-01-08";4;0,18237181450911
"96";1;"2013-05-22";4;0,286803587074293
"97";1;"2013-05-23";4;0,286803587074293
"98";1;"2013-05-24";4;0,286803587074293
"99";1;"2013-05-25";4;0,286803587074293
"100";1;"2013-05-26";4;0,286803587074293
"101";1;"2013-05-29";4;0,286803587074293
"102";1;"2013-05-30";4;0,286803587074293
"103";1;"2013-05-31";4;0,286803587074293
"104";1;"2013-06-02";4;0,286803587074293
"105";1;"2013-06-03";4;0,286803587074293
"106";1;"2013-06-05";4;0,286803587074293
"107";1;"2013-06-19";4;0,286803587074293
"108";1;"2013-06-21";4;0,286803587074293
"109";1;"2013-06-27";4;0,286803587074293
"110";1;"2013-06-28";4;0,286803587074293
"111";1;"2013-07-01";4;0,286803587074293
"112";1;"2013-07-02";4;0,286803587074293
"113";1;"2013-07-03";4;0,286803587074293
"114";1;"2013-07-04";4;0,286803587074293
"115";1;"2013-07-08";4;0,286803587074293
"116";1;"2013-07-10";4;0,286803587074293
"117";1;"2013-07-11";4;0,286803587074293
"118";1;"2013-07-19";4;0,286803587074293
"119";1;"2013-07-22";4;0,286803587074293
"120";1;"2013-07-24";4;0,286803587074293
"121";1;"2013-07-25";4;0,286803587074293
"122";1;"2013-08-02";4;0,286803587074293
"123";1;"2013-08-04";4;0,286803587074293
"124";1;"2013-08-07";4;0,286803587074293
"125";1;"2013-08-08";4;0,286803587074293
"126";1;"2013-08-10";4;0,286803587074293
"127";1;"2013-08-12";4;0,286803587074293
"128";1;"2013-08-15";4;0,214676074852546
"129";1;"2013-08-16";4;0,209265902300553
"130";1;"2013-08-19";4;0,209265902300553
"131";1;"2013-08-20";4;0,209265902300553
"132";1;"2013-08-21";4;0,201487470020613
"133";1;"2013-08-24";4;0,201487470020613
"134";1;"2013-08-26";4;0,201487470020613
"135";1;"2013-08-27";4;0,201487470020613
"136";1;"2013-08-28";4;0,201487470020613
"137";1;"2013-08-29";4;0,201487470020613
"138";1;"2013-08-30";4;0,201487470020613
"139";1;"2013-09-03";4;0,201487470020613
"140";1;"2013-09-05";4;0,202307348200186
"141";1;"2013-09-06";4;0,199984584434784
"142";4;"2013-10-16";2;0,31556926206469
"143";4;"2013-10-18";2;0,31556926206469
"144";4;"2013-10-19";2;0,31556926206469
"145";4;"2013-10-20";2;0,31556926206469
"146";4;"2013-10-21";2;0,31556926206469
"147";4;"2013-10-22";2;0,31556926206469
"148";4;"2013-10-23";2;0,31556926206469
"149";4;"2013-10-24";2;0,31556926206469
"150";4;"2013-10-25";2;0,31556926206469
"151";4;"2013-10-26";2;0,31556926206469
"152";4;"2013-10-27";2;0,31556926206469
"153";4;"2013-11-04";2;0,31714205007997
"154";4;"2013-11-05";2;0,31714205007997
"155";4;"2013-11-17";2;0,31714205007997
"156";4;"2013-11-18";2;0,31714205007997
"157";4;"2013-11-19";2;0,31714205007997
"158";4;"2013-11-27";2;0,31714205007997
"159";4;"2013-11-28";2;0,31714205007997
"160";4;"2013-12-02";2;0,31714205007997
"161";4;"2013-12-03";2;0,31714205007997
"162";4;"2013-12-05";2;0,31714205007997
"163";4;"2014-01-08";2;0,31714205007997
"164";4;"2014-01-09";2;0,31714205007997
"165";4;"2014-01-18";2;0,31714205007997
"166";4;"2014-01-22";2;0,31714205007997
"167";4;"2014-01-29";2;0,31714205007997
"168";4;"2014-01-30";2;0,31714205007997
"169";4;"2014-02-03";2;0,31714205007997
"170";4;"2014-03-25";2;0,31714205007997
"171";4;"2014-03-26";2;0,31714205007997
"172";4;"2014-04-10";2;0,31714205007997
"173";4;"2014-04-15";2;0,31714205007997
"174";4;"2014-04-18";2;0,31714205007997
"175";4;"2014-04-26";2;0,31674634199191
"176";4;"2014-04-27";2;0,31674634199191
"177";4;"2014-05-09";2;0,31674634199191
"178";4;"2014-05-13";2;0,31674634199191
"179";4;"2014-05-14";2;0,309590474838549
"180";4;"2015-07-28";2;0,301296484378651
"181";4;"2015-07-29";2;0,300536993406056
"182";4;"2015-07-30";2;0,300536993406056
"183";4;"2015-07-31";2;0,300536993406056
"184";4;"2015-08-01";2;0,300536993406056
"185";4;"2015-08-02";2;0,300536993406056
"186";4;"2015-08-17";2;0,300536993406056
"187";4;"2015-08-19";2;0,300536993406056
"188";4;"2015-08-31";2;0,300536993406056
"189";4;"2015-09-01";2;0,300536993406056
"190";4;"2015-09-10";2;0,300536993406056
"191";4;"2015-09-11";2;0,300536993406056
"192";4;"2015-09-13";2;0,300536993406056
"193";4;"2015-09-14";2;0,300536993406056
"194";4;"2015-10-07";2;0,300536993406056
"195";4;"2015-10-08";2;0,300536993406056
"196";4;"2015-10-25";2;0,292866980802674
"197";4;"2015-11-02";2;0,292866980802674
"198";4;"2015-11-04";2;0,292866980802674
"199";4;"2015-11-05";2;0,292866980802674
"200";4;"2015-11-19";2;0,292866980802674
"201";4;"2015-11-20";2;0,292866980802674
"202";4;"2015-11-21";2;0,292866980802674
"203";4;"2015-11-23";2;0,292866980802674
"204";4;"2015-11-24";2;0,292866980802674
"205";4;"2015-11-27";2;0,292866980802674
