"";"Date";"ModulePath";"ModuleLevel";"AlternativeCost"
"1";"2013-01-08";"jquery/build/docs/js/";4;0
"2";"2013-01-09";"jquery/build/docs/js/";4;0
"3";"2013-01-10";"jquery/build/docs/js/";4;0
"4";"2013-01-11";"jquery/build/docs/js/";4;0
"5";"2013-01-12";"jquery/build/docs/js/";4;0
"6";"2013-01-13";"jquery/build/docs/js/";4;0
"7";"2013-01-14";"jquery/build/docs/js/";4;0
"8";"2013-01-15";"jquery/build/docs/js/";4;0
"9";"2013-01-16";"jquery/build/docs/js/";4;0
"10";"2013-01-17";"jquery/build/docs/js/";4;0
"11";"2013-01-18";"jquery/build/docs/js/";4;0
"12";"2013-01-21";"jquery/build/docs/js/";4;0
"13";"2013-01-23";"jquery/build/docs/js/";4;0
"14";"2013-01-24";"jquery/build/docs/js/";4;0
"15";"2013-01-25";"jquery/build/docs/js/";4;0
"16";"2013-01-26";"jquery/build/docs/js/";4;0
"17";"2013-01-27";"jquery/build/docs/js/";4;0
"18";"2013-01-28";"jquery/build/docs/js/";4;0
"19";"2013-01-29";"jquery/build/docs/js/";4;0
"20";"2013-01-30";"jquery/build/docs/js/";4;0
"21";"2013-01-31";"jquery/build/docs/js/";4;0
"22";"2013-02-01";"jquery/build/docs/js/";4;0
"23";"2013-02-02";"jquery/build/docs/js/";4;0
"24";"2013-02-03";"jquery/build/docs/js/";4;0
"25";"2013-02-04";"jquery/build/docs/js/";4;0
"26";"2013-02-07";"jquery/build/docs/js/";4;0
"27";"2013-02-08";"jquery/build/docs/js/";4;0
"28";"2013-02-10";"jquery/build/docs/js/";4;0
"29";"2013-02-11";"jquery/build/docs/js/";4;0
"30";"2013-02-13";"jquery/build/docs/js/";4;0
"31";"2013-02-18";"jquery/build/docs/js/";4;0
"32";"2013-02-19";"jquery/build/docs/js/";4;0
"33";"2013-02-20";"jquery/build/docs/js/";4;0
"34";"2013-02-21";"jquery/build/docs/js/";4;0
"35";"2013-02-22";"jquery/build/docs/js/";4;0
"36";"2013-02-23";"jquery/build/docs/js/";4;0
"37";"2013-02-24";"jquery/build/docs/js/";4;0
"38";"2013-02-25";"jquery/build/docs/js/";4;0
"39";"2013-02-26";"jquery/build/docs/js/";4;0
"40";"2013-02-27";"jquery/build/docs/js/";4;0
"41";"2013-02-28";"jquery/build/docs/js/";4;0
"42";"2013-03-01";"jquery/build/docs/js/";4;0
"43";"2013-03-02";"jquery/build/docs/js/";4;0
