"";"Date";"ModulePath";"ModuleLevel";"AlternativeCost"
"1";"2016-04-20";"jquery/.github/";2;0
"2";"2016-04-23";"jquery/.github/";2;0
"3";"2016-04-24";"jquery/.github/";2;0
"4";"2016-04-25";"jquery/.github/";2;0
"5";"2016-04-26";"jquery/.github/";2;0
"6";"2016-04-27";"jquery/.github/";2;0
"7";"2016-04-29";"jquery/.github/";2;0
"8";"2016-05-01";"jquery/.github/";2;0
"9";"2016-05-02";"jquery/.github/";2;0
"10";"2016-05-04";"jquery/.github/";2;0
"11";"2016-05-05";"jquery/.github/";2;0
"12";"2016-05-07";"jquery/.github/";2;0
"13";"2016-05-09";"jquery/.github/";2;0
"14";"2016-05-10";"jquery/.github/";2;0
"15";"2016-05-11";"jquery/.github/";2;0
"16";"2016-05-16";"jquery/.github/";2;0
"17";"2016-05-19";"jquery/.github/";2;0
"18";"2016-05-20";"jquery/.github/";2;0
"19";"2016-05-29";"jquery/.github/";2;0
"20";"2016-06-02";"jquery/.github/";2;0
"21";"2016-06-08";"jquery/.github/";2;0
"22";"2016-06-09";"jquery/.github/";2;0
"23";"2016-06-11";"jquery/.github/";2;0
"24";"2016-06-16";"jquery/.github/";2;0
"25";"2016-06-22";"jquery/.github/";2;0
"26";"2016-06-25";"jquery/.github/";2;0
"27";"2016-06-29";"jquery/.github/";2;0
"28";"2016-07-07";"jquery/.github/";2;0
"29";"2016-07-08";"jquery/.github/";2;0
"30";"2016-07-11";"jquery/.github/";2;0
"31";"2016-07-13";"jquery/.github/";2;0
"32";"2016-07-15";"jquery/.github/";2;0
"33";"2016-07-25";"jquery/.github/";2;0
"34";"2016-07-29";"jquery/.github/";2;0
"35";"2016-08-01";"jquery/.github/";2;0
"36";"2016-08-02";"jquery/.github/";2;0
"37";"2016-08-08";"jquery/.github/";2;0
"38";"2016-08-14";"jquery/.github/";2;0
"39";"2016-08-15";"jquery/.github/";2;0
"40";"2016-08-21";"jquery/.github/";2;0
"41";"2016-08-31";"jquery/.github/";2;0
"42";"2016-09-12";"jquery/.github/";2;0
"43";"2016-09-16";"jquery/.github/";2;0
"44";"2016-09-19";"jquery/.github/";2;0
"45";"2016-09-22";"jquery/.github/";2;0
"46";"2016-09-25";"jquery/.github/";2;0
"47";"2016-10-21";"jquery/.github/";2;0
"48";"2016-10-26";"jquery/.github/";2;0
"49";"2016-10-31";"jquery/.github/";2;0
"50";"2016-11-02";"jquery/.github/";2;0
"51";"2016-11-07";"jquery/.github/";2;0
"52";"2016-11-28";"jquery/.github/";2;0
"53";"2016-11-30";"jquery/.github/";2;0
"54";"2016-12-04";"jquery/.github/";2;0
"55";"2016-12-13";"jquery/.github/";2;0
"56";"2016-12-16";"jquery/.github/";2;0
"57";"2016-12-19";"jquery/.github/";2;0
"58";"2016-12-24";"jquery/.github/";2;0
