"";"Date";"ModulePath";"ModuleLevel";"AlternativeCost"
"1";"2016-07-20";"atom/benchmark/fixtures/";3;0
"2";"2016-07-21";"atom/benchmark/fixtures/";3;0
"3";"2016-07-22";"atom/benchmark/fixtures/";3;0
"4";"2016-07-24";"atom/benchmark/fixtures/";3;0
"5";"2016-07-25";"atom/benchmark/fixtures/";3;0
"6";"2016-07-26";"atom/benchmark/fixtures/";3;0
"7";"2016-07-27";"atom/benchmark/fixtures/";3;0
"8";"2016-07-28";"atom/benchmark/fixtures/";3;0
"9";"2016-07-29";"atom/benchmark/fixtures/";3;0
"10";"2016-07-30";"atom/benchmark/fixtures/";3;0
"11";"2016-07-31";"atom/benchmark/fixtures/";3;0
"12";"2016-08-01";"atom/benchmark/fixtures/";3;0
"13";"2016-08-02";"atom/benchmark/fixtures/";3;0
"14";"2016-08-03";"atom/benchmark/fixtures/";3;0
"15";"2016-08-04";"atom/benchmark/fixtures/";3;0
"16";"2016-08-05";"atom/benchmark/fixtures/";3;0
"17";"2016-08-06";"atom/benchmark/fixtures/";3;0
"18";"2016-08-07";"atom/benchmark/fixtures/";3;0
"19";"2016-08-08";"atom/benchmark/fixtures/";3;0
"20";"2016-08-09";"atom/benchmark/fixtures/";3;0
"21";"2016-08-10";"atom/benchmark/fixtures/";3;0
"22";"2016-08-11";"atom/benchmark/fixtures/";3;0
"23";"2016-08-12";"atom/benchmark/fixtures/";3;0
"24";"2016-08-13";"atom/benchmark/fixtures/";3;0
"25";"2016-08-14";"atom/benchmark/fixtures/";3;0
"26";"2016-08-15";"atom/benchmark/fixtures/";3;0
"27";"2016-08-16";"atom/benchmark/fixtures/";3;0
"28";"2016-08-17";"atom/benchmark/fixtures/";3;0
"29";"2016-08-18";"atom/benchmark/fixtures/";3;0
"30";"2016-08-19";"atom/benchmark/fixtures/";3;0
"31";"2016-08-20";"atom/benchmark/fixtures/";3;0
"32";"2016-08-22";"atom/benchmark/fixtures/";3;0
"33";"2016-08-23";"atom/benchmark/fixtures/";3;0
"34";"2016-08-24";"atom/benchmark/fixtures/";3;0
"35";"2016-08-25";"atom/benchmark/fixtures/";3;0
"36";"2016-08-26";"atom/benchmark/fixtures/";3;0
"37";"2016-08-27";"atom/benchmark/fixtures/";3;0
"38";"2016-08-28";"atom/benchmark/fixtures/";3;0
"39";"2016-08-29";"atom/benchmark/fixtures/";3;0
