"";"Date";"ModulePath";"ModuleLevel";"AlternativeCost"
"1";"2016-05-11";"react/.github/";2;0
"2";"2016-05-12";"react/.github/";2;0
"3";"2016-05-13";"react/.github/";2;0
"4";"2016-05-14";"react/.github/";2;0
"5";"2016-05-15";"react/.github/";2;0
"6";"2016-05-16";"react/.github/";2;0
"7";"2016-05-17";"react/.github/";2;0
"8";"2016-05-19";"react/.github/";2;0
"9";"2016-05-20";"react/.github/";2;0
"10";"2016-05-21";"react/.github/";2;0
"11";"2016-05-22";"react/.github/";2;0
"12";"2016-05-23";"react/.github/";2;0
"13";"2016-05-24";"react/.github/";2;0
"14";"2016-05-25";"react/.github/";2;0
"15";"2016-05-26";"react/.github/";2;0
"16";"2016-05-27";"react/.github/";2;0
"17";"2016-05-28";"react/.github/";2;0
"18";"2016-05-30";"react/.github/";2;0
"19";"2016-05-31";"react/.github/";2;0
"20";"2016-06-01";"react/.github/";2;0
"21";"2016-06-02";"react/.github/";2;0
"22";"2016-06-03";"react/.github/";2;0
"23";"2016-06-04";"react/.github/";2;0
"24";"2016-06-06";"react/.github/";2;0
"25";"2016-06-07";"react/.github/";2;0
"26";"2016-06-08";"react/.github/";2;0
"27";"2016-06-09";"react/.github/";2;0
"28";"2016-06-10";"react/.github/";2;0
"29";"2016-06-11";"react/.github/";2;0
"30";"2016-06-12";"react/.github/";2;0
"31";"2016-06-13";"react/.github/";2;0
"32";"2016-06-14";"react/.github/";2;0
"33";"2016-06-15";"react/.github/";2;0
"34";"2016-06-16";"react/.github/";2;0
"35";"2016-06-17";"react/.github/";2;0
"36";"2016-06-19";"react/.github/";2;0
"37";"2016-06-20";"react/.github/";2;0
"38";"2016-06-21";"react/.github/";2;0
"39";"2016-06-22";"react/.github/";2;0
"40";"2016-06-23";"react/.github/";2;0
"41";"2016-06-24";"react/.github/";2;0
"42";"2016-06-26";"react/.github/";2;0
"43";"2016-06-27";"react/.github/";2;0
"44";"2016-06-29";"react/.github/";2;0
"45";"2016-06-30";"react/.github/";2;0
"46";"2016-07-01";"react/.github/";2;0
