"";"Date";"ModulePath";"ModuleLevel";"AlternativeCost"
"1";"2015-12-02";"react/";1;77426
"2";"2015-12-03";"react/";1;1156568
"3";"2015-12-04";"react/";1;1022315
"4";"2015-12-05";"react/";1;331238
"5";"2015-12-06";"react/";1;496857
"6";"2015-12-07";"react/";1;38844
"7";"2015-12-08";"react/";1;165619
"8";"2015-12-09";"react/";1;165619
"9";"2015-12-10";"react/";1;574546
"10";"2015-12-11";"react/";1;1032559
"11";"2015-12-13";"react/";1;662477
"12";"2015-12-14";"react/";1;321253
"13";"2015-12-15";"react/";1;205147
"14";"2015-12-16";"react/";1;871502
"15";"2015-12-17";"react/";1;451871
"16";"2015-12-18";"react/";1;1032570
"17";"2015-12-21";"react/";1;2794196
"18";"2015-12-22";"react/";1;1269597
"19";"2015-12-23";"react/";1;1078900
"20";"2015-12-24";"react/";1;759740
"21";"2015-12-25";"react/";1;683524
"22";"2015-12-26";"react/";1;171158
"23";"2015-12-29";"react/";1;1041044
"24";"2015-12-30";"react/";1;214037
"25";"2016-01-02";"react/";1;173374
"26";"2016-01-03";"react/";1;40662
"27";"2016-01-04";"react/";1;346748
"28";"2016-01-05";"react/";1;590721
"29";"2016-01-06";"react/";1;376684
"30";"2016-01-07";"react/";1;295360
"31";"2016-01-08";"react/";1;254698
"32";"2016-01-09";"react/";1;295360
"33";"2016-01-11";"react/";1;468735
"34";"2016-01-12";"react/";1;1005495
"35";"2016-01-13";"react/";1;294546
"36";"2016-01-14";"react/";1;217914
"37";"2016-01-15";"react/";1;82883
"38";"2016-01-16";"react/";1;607472
"39";"2016-01-17";"react/";1;607212
"40";"2016-01-18";"react/";1;41052
"41";"2016-01-19";"react/";1;380296
"42";"2016-01-20";"react/";1;431899
"43";"2016-01-21";"react/";1;431491
"44";"2016-01-22";"react/";1;297720
"45";"2016-01-24";"react/";1;174759
"46";"2016-01-25";"react/";1;390505
"47";"2016-01-26";"react/";1;431490
"48";"2016-01-27";"react/";1;256732
"49";"2016-01-28";"react/";1;431491
"50";"2016-01-29";"react/";1;338707
"51";"2016-01-30";"react/";1;215746
"52";"2016-02-01";"react/";1;431491
"53";"2016-02-02";"react/";1;565264
"54";"2016-02-03";"react/";1;40987
"55";"2016-02-04";"react/";1;215745
"56";"2016-02-05";"react/";1;297720
"57";"2016-02-06";"react/";1;215746
"58";"2016-02-08";"react/";1;688225
"59";"2016-02-09";"react/";1;702360
"60";"2016-02-10";"react/";1;248260
"61";"2016-02-11";"react/";1;41376
"62";"2016-02-12";"react/";1;653390
"63";"2016-02-13";"react/";1;694770
"64";"2016-02-15";"react/";1;176421
"65";"2016-02-16";"react/";1;559723
"66";"2016-02-17";"react/";1;435594
